facility_id;district_id;facility_name;province_id;dhis_code;longitude;latitude
ZW070532;ZW0705;Imbahuru;ZW07;v0m8r70tRq1;30.10207939;-20.86708
ZW070533;ZW0705;Muketi;ZW07;RzpKJ0Szgz3;30.14031029;-21.00736
ZW070534;ZW0705;Negobe;ZW07;AXBqSlJtWxr;30.35491943;-20.68572
ZW070535;ZW0705;Ingezi;ZW07;IyEihJS1W2P;30.38619041;-20.58697
ZW070536;ZW0705;Ngungumbane;ZW07;pqunV5XpzEX;30.42119026;-20.78594
ZW070537;ZW0705;Svita;ZW07;QtQuJs4drLH;30.13594055;-20.58678
ZW070538;ZW0705;Mponjani;ZW07;lsUKdklKOFn;30.3904705;-20.71839
ZW070539;ZW0705;Mposi;ZW07;Hh829PZcxK8;30.02206039;-20.82161
ZW070540;ZW0705;Chiedza;ZW07;Vjl8EMsht4t;29.68721962;-20.91722
ZW070541;ZW0705;Vutsanana;ZW07;sDzK8Pt7tQU;30.1959;-20.7342
ZW070578;ZW0705;Sandawana;ZW07;qk0h8CWfku5;29.93564034;-20.92094
ZW070579;ZW0705;Buchwa;ZW07;ixb5wH52mNJ;30.38104;-20.6077
ZW070601;ZW0706;Chikato;ZW07;XWOMMnxlSoD;30.30253029;-19.81733
ZW070602;ZW0706;Chironde;ZW07;LsOQ88WjuXR;30.10330963;-19.67347
ZW070603;ZW0706;Chitora;ZW07;RB5YfilIXTy;30.33897018;-19.57206
ZW070604;ZW0706;Gwanza;ZW07;IKCXW2cAgiU;30.38903046;-19.78753
ZW070605;ZW0706;Marishongwe;ZW07;TD7ae6B1B8i;30.01932907;-19.87072
ZW070606;ZW0706;Rusike;ZW07;D8CMbsbjqfb;30.13622093;-19.90139
ZW070607;ZW0706;Tana;ZW07;DHEcl0aTZ6O;30.30574989;-19.88975
ZW070608;ZW0706;Zvarota;ZW07;db63NfYNFHF;30.22117043;-19.5565
ZW070609;ZW0706;Svika;ZW07;aL58fK7xuuQ;30.25432968;-19.57464
ZW07060A;ZW0706;Shurugwi;ZW07;abUk6qibmMl;30.0011692;-19.67286
ZW07060B;ZW0706;Zvamabande;ZW07;cHT3PnSLQGW;30.13594055;-19.80181
ZW07060C;ZW0706;Chrome Mines;ZW07;er8MU1A7ayn;29.99334;-19.65205
ZW070625;ZW0706;Banga;ZW07;s2XKQ7ZiCub;30.26968956;-19.97475
ZW070626;ZW0706;Gundura;ZW07;wgtPy9tJVaB;30.08336067;-19.88494
ZW070627;ZW0706;Mazibisa;ZW07;HClC4EoiIq1;30.25642014;-19.8555
ZW070628;ZW0706;Nhema;ZW07;ZOI2LyVcE8Z;30.22019005;-19.61906
ZW070629;ZW0706;Tongogara;ZW07;vZADsV7Sw4f;30.20760918;-19.72044
ZW070645;ZW0706;Jobolinko;ZW07;sLsMVIpwoky;30.28710938;-19.68503
ZW070646;ZW0706;Makusha;ZW07;DccfijgagVH;29.99906;-19.67596
ZW070647;ZW0706;Rockford;ZW07;i9MkUcK2ICF;30.30810928;-19.75194
ZW070679;ZW0706;Golden Quary;ZW07;X7x12PYjdok;29.9821;-19.6199
ZW070691;ZW0706;Hanke;ZW07;HTBlKWC3ivP;30.16764069;-19.65592
ZW070692;ZW0706;Pakame;ZW07;olYisdMN5zi;30.04083061;-19.93808
ZW070698;ZW0706;Dorset;ZW07;NWTrxjKRc2D;29.81333;-19.95071
ZW070701;ZW0707;Maketo;ZW07;YhVBzHr20wt;29.93444061;-20.20569
ZW070702;ZW0707;Mandava;ZW07;UXwsoodN7jT;30.06003;-20.30589
ZW070703;ZW0707;Matenda;ZW07;IV4p2J0Nryn;30.05653;-20.00344
ZW070704;ZW0707;Vugwi;ZW07;RE3XdcTPvmu;30.18968964;-20.47197
ZW070705;ZW0707;Vukuzenzele;ZW07;tflMp1UOdUl;29.87214088;-20.26669
ZW07070A;ZW0707;Zvishavane;ZW07;SHBczc4h9R2;30.05238914;-20.30581
ZW07070B;ZW0707;Lundi;ZW07;XLxruS1jL1F;30.01794052;-20.25819
ZW07070C;ZW0707;Shabanie Mine;ZW07;apmZoDToelb;30.06206;-20.32071
ZW070725;ZW0707;Gudo;ZW07;YkO5HeH7cyE;30.21932983;-20.39072
ZW070726;ZW0707;Mabasa;ZW07;SYIise5QtQF;30.0866909;-20.15469
ZW070727;ZW0707;Mapanzure;ZW07;bCGckHi7m7T;29.91963959;-20.08956
ZW070728;ZW0707;Murowa;ZW07;x27Dvx5zX0K;30.38694;-20.53392
ZW070729;ZW0707;Mtambi;ZW07;c27sRLtrAAv;30.28418922;-20.46786
ZW070730;ZW0707;Weleza;ZW07;ZW070830;30.1148;-20.23495
ZW070776;ZW0707;Sabi Mine;ZW07;WP6I08tjKCG;30.13646;-20.39601
ZW070777;ZW0707;Mimosa;ZW07;RSWJwvm4fOh;29.83839035;-20.33686
ZW070778;ZW0707;Medical Centre;ZW07;o1XUOkb8Chw;30.0516;-20.3142
ZW070780;ZW0707;ZPS;ZW07;QE3JDuXXC03;30.057;-20.3113
ZW070785;ZW0707;ZRP;ZW07;EKzN9za0veE;30.06;-20.3079
ZW070787;ZW0707;Mhondongori;ZW07;Iu4JU5vvsTl;29.79052;-20.27637
ZW080101;ZW0801;Chirorwe;ZW08;JI5VUIfVM9X;31.91802979;-19.88528
ZW080102;ZW0801;Devure 1;ZW08;fEoKPhBWVJD;32.12055969;-19.95322
ZW080103;ZW0801;Deure II;ZW08;DjzMz2Vsf8z;31.95138;-20.247192
ZW080104;ZW0801;Mkanga;ZW08;gjJpDJGG8bE;31.72113991;-20.43703
ZW080105;ZW0801;Mukore;ZW08;vMhfQ2lxNWJ;31.84224;-20.14081
ZW080106;ZW0801;Nyika;ZW08;BkYTPx8PjB7;31.58885956;-20.00586
ZW080107;ZW0801;Ngorima;ZW08;R7iT0ozHwhk;31.68431091;-20.28881
ZW08010A;ZW0801;Bikita;ZW08;QDH3UlnqxdE;31.60647011;-20.06703
ZW08010B;ZW0801;Chikuku;ZW08;NMwfQhVVJic;31.86856079;-20.0005
ZW08010C;ZW0801;Mashoko;ZW08;g2h0AGCGHG4;31.75057983;-20.50519
ZW08010D;ZW0801;Silveira;ZW08;skig6i0kMFB;31.68678093;-20.02347
ZW080125;ZW0801;Chitasa;ZW08;pt2kLo8cYjp;31.85453033;-20.20817
ZW080126;ZW0801;Hozvi;ZW08;lnNATIfIe8J;31.53725052;-20.05172
ZW080127;ZW0801;Pfupajena;ZW08;yoSv5OSOTSt;31.61775017;-20.18919
ZW080128;ZW0801;Marozva;ZW08;dW1nZB3QRuP;31.52099991;-20.00053
ZW080129;ZW0801;Odzi;ZW08;MwCeR5AU5Xo;31.85753059;-20.42022
ZW080130;ZW0801;Negovano;ZW08;BGXb33lhLbj;31.72709;-20.12917
ZW080131;ZW0801;Murwira;ZW08;gNLShJ0wMmH;31.65306091;-19.94133
ZW080132;ZW0801;Mungezi;ZW08;YuB4DjpGKbr;31.52096;-19.91393
ZW080133;ZW0801;Mutikizizi;ZW08;paEcB63wSvW;31.71084;-20.20992
ZW080134;ZW0801;Gangare;ZW08;IEJ0WsPBshR;31.81698;-19.9153
ZW080135;ZW0801;Gava;ZW08;T9AbvutvhKo;31.80962;-20.53792
ZW080176;ZW0801;Bikita Minerals;ZW08;xuedeiYXBDU;31.80962;-20.53792
ZW080201;ZW0802;Chambuta;ZW08;C5NOjTNMSLP;31.80488968;-21.25369
ZW080202;ZW0802;Chilonga;ZW08;hYRXKuetQiF;31.6558609;-21.22336
ZW080204;ZW0802;Chizvirizvi;ZW08;MCNppVS36MO;32.01939011;-20.98369
ZW080205;ZW0802;Davata;ZW08;glToTsmBSNs;31.23349953;-22.26981
ZW080206;ZW0802;Gezani;ZW08;WrNbv2VF3IX;31.15553093;-22.10286
ZW080207;ZW0802;Malipati;ZW08;Tjo7lWewbhC;31.42019081;-22.07142
ZW080208;ZW0802;Mahlanguleni;ZW08;QI6mEC6q6Ge;31.50419044;-21.53764
ZW080209;ZW0802;Muteyo;ZW08;elKvx3rNTFA;32.12044144;-20.93611
ZW08020A;ZW0802;Chiredzi;ZW08;YbDW3tcFc5A;31.67321968;-21.036
ZW08020B;ZW0802;Chikombedzi;ZW08;tW1seCReVmF;31.33930969;-21.67494
ZW08020C;ZW0802;Hippo Valley;ZW08;xuwXHQW0lEx;31.6511097;-21.07347
ZW08020D;ZW0802;Triangle;ZW08;of7XjyQuOBa;31.47485924;-21.04056
ZW080210;ZW0802;Nyangambe;ZW08;WKb2oTWOZFK;31.7523098;-20.68347
ZW080211;ZW0802;Faversham;ZW08;wbX3Fgf7RX8;31.35101;-20.68621
ZW080212;ZW0802;Old Boli;ZW08;yq0AR7eRb3Y;31.45088959;-21.42189
ZW080213;ZW0802;Samu;ZW08;nHNI84MVP0n;31.37443924;-22.23522
ZW080214;ZW0802;Pahlela;ZW08;CktmRE9FieY;31.35771942;-21.94103
ZW080218;ZW0802;ZRP;ZW08;FU7AXdidV0z;31.67328072;-21.03814
ZW080225;ZW0802;Chimbwedziva;ZW08;DSg8HlmZ9uq;31.79063988;-21.35144
ZW080226;ZW0802;Chipiwa;ZW08;igoWuGaddpK;31.79128075;-20.836
ZW080227;ZW0802;St Joseph;ZW08;FHv7mXP5yzW;32.12078094;-20.82314
ZW080228;ZW0802;Dumisa;ZW08;jOpC2qi2X6j;31.4039402;-22.21711
ZW080229;ZW0802;Porepore;ZW08;RjPaRRmbrJq;31.90518951;-20.78747
ZW080230;ZW0802;Rapanguwana;ZW08;zxb1zUFM5sS;32.15028;-21.00061
ZW080231;ZW0802;Rutandare;ZW08;lkhHqzi6ezf;31.30443954;-22.10658
ZW080232;ZW0802;Chitsa;ZW08;N5W4thMg9Vf;32.15139008;-21.10053
ZW080233;ZW0802;Tsovani;ZW08;C3ns30PcFjR;31.68841934;-21.039
ZW080234;ZW0802;Makambe;ZW08;Kj83rFr3Q4P;31.34011078;-21.45361
ZW080235;ZW0802;Chomopani;ZW08;qHkq8Y4E0Q8;31.29052925;-21.53381
ZW080282;ZW0802;Mkwasine;ZW08;zbvky2oW8Wm;31.88460922;-20.83886
ZW080284;ZW0802;ZSA;ZW08;Y0hSxhcytz0;31.61693954;-21.03806
ZW080285;ZW0802;NRZ;ZW08;SPN07U8I1kP;31.46928024;-21.02481
ZW080291;ZW0802;Damarakanaka;ZW08;RR17IHFupHB;31.47324944;-21.33969
ZW080292;ZW0802;Chingele;ZW08;d3nnIyRIBkd;31.61894035;-21.41761
ZW080302;ZW0803;Chigwikwi;ZW08;LbxK9ARCm0M;30.20046997;-20.15394
ZW080303;ZW0803;Mhandamabwe;ZW08;kFndlxCVNkl;30.37161064;-20.11747
ZW080304;ZW0803;Ngundu;ZW08;VD1EhcQ8bNE;30.80264091;-20.80253
ZW080305;ZW0803;Razi;ZW08;ajETJbPXyrQ;30.65422058;-20.71986
ZW080307;ZW0803;Takavarasha;ZW08;HCrlcfVKtZ4;30.3073101;-20.33397
ZW080308;ZW0803;Nyahombe;ZW08;W5VZWNHM64p;30.98888969;-20.82406
ZW08030B;ZW0803;Chivi;ZW08;yUZhrtZsDix;30.68786049;-20.39058
ZW08030C;ZW0803;Berejena;ZW08;OLppnxxYhG8;30.58960915;-20.63389
ZW080321;ZW0803;Masinire;ZW08;s2aXJCgTb0O;30.37121964;-20.40044
ZW080325;ZW0803;Chifedza;ZW08;L5BRfqu0wvC;30.55810928;-20.45081
ZW080326;ZW0803;Davira;ZW08;L2jJid5aanE;30.43564034;-20.47203
ZW080327;ZW0803;Madamombe;ZW08;dr94rzbEjNI;30.32361031;-20.05228
ZW080328;ZW0803;Shindi;ZW08;qIx8s9wFdbA;30.85036087;-20.87186
ZW080333;ZW0803;Utete;ZW08;WKajRM67kXh;30.20657921;-20.03928
ZW080391;ZW0803;Chivi;ZW08;k9LxvErzpF5;30.55755997;-20.35531
ZW080401;ZW0804;Mushaviri;ZW08;IbfTUlnnPd2;31.10091972;-19.72333
ZW080402;ZW0804;Majarada;ZW08;nMBIqdJIM7h;31.38452911;-19.83931
ZW080403;ZW0804;Matizha;ZW08;v038Gk7E3aC;30.96875;-19.47356
ZW080404;ZW0804;Mutema;ZW08;bvCr3KyoKpI;30.98797035;-19.88822
ZW080405;ZW0804;Nemashakwe;ZW08;rO0zd2ABjrh;31.68405914;-19.83439
ZW080406;ZW0804;Soti Source;ZW08;TGVBYUvxPe5;31.20718956;-19.45097
ZW080408;ZW0804;Chitando;ZW08;BDPOo7vb6SH;31.20241928;-19.90722
ZW080409;ZW0804;Zvavahera;ZW08;hmLr5OJqWd6;31.35560989;-19.57472
ZW08040A;ZW0804;Gutu;ZW08;CsrqsNpaRqk;31.15007973;-19.65761
ZW08040B;ZW0804;Chimombe;ZW08;QEvN9NNhcHY;31.60614014;-19.67189
ZW08040D;ZW0804;Chinyika;ZW08;fg20SUCO1na;31.48505974;-19.50567
ZW08040E;ZW0804;Gutu;ZW08;SmTWwxr4dsM;31.21805954;-19.65678
ZW080425;ZW0804;Cheshuro;ZW08;qmuwPOCEvKY;31.035245;-19.843855
ZW080426;ZW0804;Denhere;ZW08;NEZ2SRy5lc7;31.18907928;-19.28422
ZW080427;ZW0804;Devure;ZW08;ai2dhghqcnv;31.38666916;-19.66761
ZW080428;ZW0804;Magombedze;ZW08;N79CQMH43tT;31.35021973;-19.75803
ZW080429;ZW0804;Mazura;ZW08;rFtocyzKceW;31.64043999;-19.60406
ZW080430;ZW0804;Munyikwa;ZW08;Ba8txogG0jd;31.80521965;-19.72236
ZW080431;ZW0804;Nyazvidzi;ZW08;XxPMxOI9jqs;31.36735916;-19.40494
ZW080432;ZW0804;Zinhata;ZW08;EWpTNffyi57;31.58646965;-19.81789
ZW080433;ZW0804;Tirizi;ZW08;hyeZYVzPpLf;31.45027924;-19.75394
ZW080434;ZW0804;Chiwore;ZW08;JhOE2PlU286;30.83930969;-19.63397
ZW080435;ZW0804;Chitsa;ZW08;CK9XQFNrRzR;31.61733055;-19.50175
ZW080436;ZW0804;Chepiri;ZW08;bdCSEqaZjQ0;31.88508034;-19.80603
ZW080437;ZW0804;Dambara;ZW08;oJnY7eweQV8;31.28635979;-19.37464
ZW080438;ZW0804;Mataruse;ZW08;voupqZXYz1a;31.77186012;-19.61928
ZW080491;ZW0804;Serima;ZW08;vb0GjmvFmNM;30.88368988;-19.51861
ZW080492;ZW0804;Mutero;ZW08;S32hXpOtszS;31.43803024;-19.63433
ZW080493;ZW0804;Mukaro;ZW08;KJd1P67fZtb;31.15789032;-19.75686
ZW080501;ZW0805;Alvod;ZW08;i1XUWpnIRQx;30.77088928;-19.83389
ZW080502;ZW0805;Mukosi;ZW08;Fzq9mTt0mwd;30.88978004;-20.53867
ZW080503;ZW0805;Mushandike;ZW08;khsYWpCvLLQ;30.71863937;-20.20614
ZW080504;ZW0805;Musvovi;ZW08;VzoCjYnSVc2;31.07022095;-20.70494
ZW080505;ZW0805;Mutimurefu;ZW08;g62Dpo22HZV;31.037316;-20.104089
ZW080506;ZW0805;Nemwanwa;ZW08;qzKscgrRHcZ;30.92044067;-20.27436
ZW080507;ZW0805;Nyikavanhu;ZW08;Gx9mi4IpwDI;31.2206707;-20.85339
ZW080508;ZW0805;ZRP Masvingo;ZW08;KDF86JWL9kr;30.84577;-20.6535
ZW08050A;ZW0805;Masvingo;ZW08;McRpRMSMisr;30.83913994;-20.07272
ZW08050C;ZW0805;Nyajena;ZW08;FqtCDeFcuH7;31.16732979;-20.60147
ZW08050D;ZW0805;Mogenester;ZW08;THcy9of3EKy;30.93507957;-20.32372
ZW08050E;ZW0805;Gokomere;ZW08;YDV9XYWfyKl;30.77453041;-19.95453
ZW08050F;ZW0805;Gaths Mine;ZW08;AJ3uwrj63yO;30.51238;-20.0236
ZW080510;ZW0805;Masvingo Teachers College;ZW08;i1svOb8EvPf;30.86269;-20.10285
ZW080511;ZW0805;Masvingo Poly Technic;ZW08;BwhiLyWCv3K;30.83191;-20.08477
ZW080512;ZW0805;Summerton;ZW08;Pn253DhIGF5;30.70318985;-19.97103
ZW080525;ZW0805;Charumbira;ZW08;Q5S4ghrkIPr;30.85639;-20.29011
ZW080526;ZW0805;Chatikobo;ZW08;voCqrifiYBN;31.15414047;-20.43461
ZW080527;ZW0805;Gundura;ZW08;RBAiyJ9u8im;30.52416992;-19.87314
ZW080528;ZW0805;Mapanzure;ZW08;TY6QX9xvr5f;30.87352943;-20.40011
ZW080530;ZW0805;Bere;ZW08;WpORH5kQ8fl;30.47186089;-20.03367
ZW080531;ZW0805;Murinye;ZW08;Hz6oxH5mkwS;31.0537796;-20.37325
ZW080532;ZW0805;Rukovo;ZW08;Q573I7dDsyy;31.06792068;-20.26822
ZW080533;ZW0805;Shumba;ZW08;GmVXlJ4SYAZ;30.9691906;-20.42275
ZW080535;ZW0805;Mucheke;ZW08;bQEbyIDLBKt;30.81936073;-20.08344
ZW080536;ZW0805;Zano;ZW08;Yoy3Jj07Yif;31.12188911;-20.2025
ZW080540;ZW0805;Guwa;ZW08;CgHpXtKGPab;31.05475044;-20.62497
ZW080541;ZW0805;Gurajena;ZW08;lslcMx31f2m;30.90313911;-19.77056
ZW080544;ZW0805;Ngomahuru;ZW08;eA27CMD9GCW;30.72394;-20.43699
ZW080576;ZW0805;Renco;ZW08;hLt1vxPMtLl;31.17053032;-20.63819
ZW080582;ZW0805;Rujeko;ZW08;FklZnyAweeh;30.8374691;-20.08433
ZW080591;ZW0805;Bondolfi;ZW08;mJaQxbScx06;30.75056076;-20.28386
ZW080592;ZW0805;Shonganiso;ZW08;AD1DBy9TnBQ;31.0854702;-20.43675
ZW080593;ZW0805;Zimuto;ZW08;R9QcV5vI9ij;30.85519028;-19.95311
ZW080601;ZW0806;Chimbudzi;ZW08;Bvkjml3FqP8;30.50610924;-20.94306
ZW080602;ZW0806;Chirindi;ZW08;HNUnbxZ5OUy;30.18000031;-21.11611
ZW080603;ZW0806;Chizumba;ZW08;EKhuNsZc6Nl;30.57250023;-21.13972
ZW080604;ZW0806;Maranda;ZW08;sXRr6Jh1Ukn;30.31583023;-21.14583
ZW080605;ZW0806;Nehanda;ZW08;iZRMamLhmG5;30.60277939;-20.82833
ZW080606;ZW0806;Rutenga;ZW08;Z7U0RkB0VQt;30.72944069;-21.23778
ZW08060A;ZW0806;Neshuro;ZW08;aE9GkM17t5V;30.64666939;-20.94083
ZW08060B;ZW0806;Matibi;ZW08;Czle6XjxWyz;30.48611069;-20.75028
ZW080625;ZW0806;Mazetese;ZW08;QRc5MpV5Zts;30.30528069;-21.04639
ZW080627;ZW0806;Mushava;ZW08;fTtp6NjSMw4;30.58389091;-21.07639
ZW080628;ZW0806;Mwenezi;ZW08;qLzDP5tdFZe;30.70000076;-21.41417
ZW080629;ZW0806;Murove;ZW08;dF1v2SOuvg2;30.42444038;-21.05917
ZW080630;ZW0806;Mulelesi;ZW08;VplhWkXe21U;30.05916977;-21.21417
ZW080631;ZW0806;Boterere;ZW08;Du7biKhp1Ss;30.26423;-21.23095
ZW080632;ZW0806;Marinda;ZW08;d7fOaS2UsST;30.39756;-21.20691
ZW080681;ZW0806;Rutenga RWS;ZW08;NrFFCY3Je1b;30.74333;-21.25361
ZW080682;ZW0806;Mwenezana;ZW08;LTctrOQJUYV;30.625022;-21.3625022
ZW080692;ZW0806;Lundi;ZW08;mxsDtZixLZC;30.78166962;-20.8975
ZW080701;ZW0807;Chipinda;ZW08;CtwfEoZrU3T;31.34071922;-20.06892
ZW080702;ZW0807;Harava;ZW08;QKyJjASGoVM;31.27368927;-20.40028
ZW080703;ZW0807;Nemauku;ZW08;TJqJ2ltKRH3;31.367537;-20.281069
ZW080704;ZW0807;Svuvure;ZW08;goEe1IufApa;31.55732918;-20.556
ZW080705;ZW0807;Zibwowa;ZW08;jmqpBkcYVsh;31.55372047;-20.45111
ZW08070A;ZW0807;Ndanga;ZW08;NiAU2RdFd2O;31.32192039;-20.18517
ZW08070C;ZW0807;Musiso;ZW08;zF94vTZUOen;31.4399395;-20.43994
ZW080725;ZW0807;Bota;ZW08;JxITOVaPFT1;31.40731049;-20.62272
ZW080726;ZW0807;Bvukururu;ZW08;OpqO7PRXP1Q;31.4387207;-20.10544
ZW080727;ZW0807;Chinyabako;ZW08;Xv9Q2UReY0b;31.55583;-20.30689
ZW080729;ZW0807;Chiredzana;ZW08;YBrN4MulgEM;31.67089081;-20.56889
ZW080730;ZW0807;Fuve;ZW08;pHJSEeiAdBO;31.61763954;-20.35083
ZW080732;ZW0807;Jichidza;ZW08;aymM2tvX3J6;31.26786041;-20.30397
ZW080733;ZW0807;Mushaya;ZW08;m7fNYLjfiTM;31.28597069;-20.60228
ZW080734;ZW0807;Ndanga Clinic;ZW08;;0;0
ZW080735;ZW0807;Nhema;ZW08;ZQ5iU1uamLY;31.544249;-20.272823
ZW080736;ZW0807;Nyakunhuwa;ZW08;sFfKzYeVI4U;31.359695;-20.460264
ZW080737;ZW0807;Siyawareva;ZW08;wsvthNm37mG;31.4861908;-20.43864
ZW080738;ZW0807;Veza;ZW08;X6gxxPEVIzy;31.31711006;-20.38519
ZW080739;ZW0807;Jerera;ZW08;tyF4ojI2pf0;31.45138931;-20.42467
ZW080740;ZW0807;Mageza;ZW08;EnUWwQqs6vP;31.16789;-20.3274
ZW080791;ZW0807;Jichidza;ZW08;VJ0Qw6b1JSY;31.22244072;-20.26978
ZW090A01;ZW090A;Emakhandeni;ZW09;MdssoEu135X;28.5249;-20.1185
ZW090A02;ZW090A;Tshabalala;ZW09;lmWhvNsB4XS;28.5358;-20.1744
ZW090A03;ZW090A;E.F Watson;ZW09;g6ay6w7LekM;28.545;-20.1433
ZW090A04;ZW090A;Entumbane;ZW09;zmivGPwI9w9;28.5435;-20.1207
ZW090A05;ZW090A;Khami Road Clinic;ZW09;;0;0
ZW090A06;ZW090A;Luveve;ZW09;xgkg7SkAtoW;28.5118;-20.1137
ZW090A07;ZW090A;Magwegwe;ZW09;W71FXxLCgwr;28.5084;-20.1369
ZW090A08;ZW090A;Mzilikazi;ZW09;zxc4441YIhY;28.5696;-20.1395
ZW090A09;ZW090A;Njube;ZW09;yuqvs8nDoW7;28.5329;-20.1345
ZW090A0E;ZW090A;Thorngrove;ZW09;RcNBj1T8gKb;28.5559;-20.1472
ZW090A0G;ZW090A;Martar-Dei;ZW09;snVfYfw3wu2;28.5965;-20.1828
ZW090A10;ZW090A;Nkulumane;ZW09;YVhOfzBetf1;28.5202;-20.1889
ZW090A11;ZW090A;Pelandaba;ZW09;vzOHH2UeLTM;28.5277;-20.1466
ZW090A12;ZW090A;Princess Margaret;ZW09;CyzLGOqW4CZ;28.5898;-20.1559
ZW090A13;ZW090A;Pumula ;ZW09;xQrUWw2fUC7;28.4803;-20.1423
ZW090A14;ZW090A;Dr. Shennan ;ZW09;wBUDmbYlwLg;28.5674;-20.1898
ZW090A17;ZW090A;Nketa;ZW09;kQYOhNfF8V7;28.534;-20.2003
ZW090A18;ZW090A;Northern Surbabs ;ZW09;HyfZLnkED5k;28.5906;-20.1268
ZW090A23;ZW090A;Marondera;ZW09;DwAlIVIbmIU;28.5658;-20.1374
ZW090A27;ZW090A;Cowdray Park;ZW09;bCj2JfVpDwN;28.5087;-20.0798
ZW090A31;ZW090A;24-Hr Medical centre;ZW09;VWMkdfPIFPU;28.5277;-20.1959
ZW090A33;ZW090A;Maqhawe;ZW09;RPASqynqwCM;28.5009;-20.1825
ZW090A35;ZW090A;Pumula South;ZW09;Ta5WU3NkNI0;28.4789;-20.1622
ZW090A61;ZW090A;Khami Road Pharmacy;ZW03;;0;0
ZW090B0B;ZW090B;Ingutsheni;ZW09;FOLMj0wPdOM;28.5766;-20.1797
ZW090C0C;ZW090C;UBH;ZW09;f6TuF07vwQr;28.6168;-20.1664
ZW090D0D;ZW090D;Mpilo;ZW09;wsiS4rgfTm1;28.5708;-20.1274
